Genomes	Enzyme_1	Enzyme_2	Enzyme_3	Enzyme_4	Enzyme_5	Enzyme_6	Enzyme_7	Enzyme_8	Enzyme_9	Enzyme_10	Enzyme_11	Enzyme_12	Enzyme_13	Enzyme_14	Enzyme_15	Enzyme_16	Enzyme_17	Enzyme_18	Enzyme_19	Enzyme_20	Enzyme_21	Enzyme_22	Enzyme_23	Enzyme_24	Enzyme_25	Enzyme_26	Enzyme_27	Enzyme_28	Enzyme_29	Enzyme_30	Enzyme_31	Enzyme_32	Enzyme_33	Enzyme_34	Enzyme_35	Enzyme_36	Enzyme_37	Enzyme_38	Enzyme_39	Enzyme_40	Enzyme_41	Enzyme_42	Enzyme_43	Enzyme_44	Enzyme_45	Enzyme_46	Enzyme_47	Enzyme_48	Enzyme_49	Enzyme_50	Enzyme_51	Enzyme_52	Enzyme_53	Enzyme_54	Enzyme_55	Enzyme_56	Enzyme_57	Enzyme_58	Enzyme_59	Enzyme_60	Enzyme_61	Enzyme_62	Enzyme_63	Enzyme_64	Enzyme_65	Enzyme_66	Enzyme_67	Enzyme_68	Enzyme_69	Enzyme_70	Enzyme_71	Enzyme_72	Enzyme_73	Enzyme_74	Enzyme_75	Enzyme_76	Enzyme_77	Enzyme_78	Enzyme_79	Enzyme_80	Enzyme_81	Enzyme_82	Enzyme_83	Enzyme_84	Enzyme_85	Enzyme_86	Enzyme_87	Enzyme_88	Enzyme_89	Enzyme_90	Enzyme_91	Enzyme_92	Enzyme_93	Enzyme_94	Enzyme_95	Enzyme_96	Enzyme_97	Enzyme_98	Enzyme_99	Enzyme_100	Enzyme_101	Enzyme_102	Enzyme_103	Enzyme_104	Enzyme_105	Enzyme_106
Streptomyces sp. NRRL B-1347 JOJM01	17	0	5	2	1	4	1	6	2	2	4	2	1	5	3	2	3	4	3	4	1	8	1	4	3	0	9	4	1	4	1	2	1	3	1	18	2	3	1	1	5	5	2	2	2	1	1	1	6	1	2	1	1	2	2	1	14	1	1	1	15	4	2	2	1	1	7	5	1	1	16	2	1	4	0	2	9	3	3	2	2	3	1	1	4	2	2	5	8	1	1	2	2	2	1	2	1	1	1	1	2	3	1	8	5	1
Streptomyces sp. NRRL S-20 JOBK01	5	1	5	1	1	2	1	4	2	2	3	2	0	4	3	0	1	2	3	4	2	5	1	1	3	1	5	3	1	5	1	1	1	2	2	11	0	2	0	1	2	2	2	1	1	0	1	1	4	1	2	1	0	1	1	1	6	1	1	1	9	1	1	2	1	1	3	3	1	1	7	1	1	1	0	2	7	2	2	1	2	1	1	1	3	1	1	5	9	1	1	2	1	2	0	1	1	1	1	1	2	3	1	4	3	0
Streptomyces scabiei NCPPB 4066 JPPW01	17	1	6	2	1	4	1	5	1	2	2	2	1	4	1	2	3	5	3	5	1	6	1	3	3	0	10	4	0	6	1	1	1	1	1	19	1	2	1	1	4	3	1	1	3	1	1	1	7	1	2	1	1	1	3	1	15	1	1	2	17	2	1	2	2	1	6	8	1	1	17	3	1	6	1	4	10	1	3	2	1	2	1	2	2	2	2	7	9	1	3	1	1	2	1	1	2	1	1	1	2	3	1	8	3	2
Streptomyces flavochromogenes JNZO01	13	1	4	2	1	3	1	5	2	2	2	2	1	5	3	1	2	5	3	4	1	7	1	4	3	0	8	4	0	4	1	1	1	2	2	14	2	3	1	1	6	1	1	1	1	1	2	1	3	1	2	1	1	2	2	1	11	1	1	1	14	4	1	2	1	1	4	7	1	1	15	2	1	3	0	4	10	4	4	2	2	2	1	1	1	1	2	6	7	1	2	2	1	2	1	1	1	1	1	0	2	3	1	7	3	1
Streptomyces sp. NRRL F-5630 JOGO01	19	1	3	2	1	3	1	5	1	2	3	2	1	4	3	1	2	3	2	3	1	6	1	3	2	1	5	1	2	4	1	1	1	1	1	10	1	2	1	1	4	1	1	1	1	1	2	1	4	1	2	1	1	1	1	1	11	1	1	1	12	0	1	2	1	1	5	3	1	1	13	2	1	5	0	2	8	3	3	3	1	5	1	1	3	1	1	4	5	1	1	2	1	2	1	1	2	1	1	1	2	3	1	4	4	1
Streptomyces aureocirculatus JOAR01	15	1	6	3	1	2	1	6	2	2	4	3	1	4	3	1	2	4	3	3	1	7	1	3	3	0	6	5	0	4	1	1	1	2	1	19	2	2	2	1	5	2	1	1	1	1	1	1	5	1	2	1	1	1	1	2	11	1	1	1	14	5	1	2	1	1	7	4	3	1	12	2	1	5	0	2	5	3	3	1	2	3	1	1	3	1	1	8	8	1	1	2	3	3	2	3	1	1	1	1	2	3	1	6	4	1
Streptomyces wadayamensis JHDU01	13	1	4	1	1	3	1	3	1	0	2	1	1	3	1	1	0	1	2	2	1	6	1	3	1	2	4	1	1	3	1	2	1	1	1	11	1	2	1	1	2	1	0	1	1	1	0	1	4	1	2	1	2	2	1	1	10	1	1	1	12	1	1	2	1	1	4	1	1	0	13	2	1	0	1	5	9	1	1	2	1	3	1	1	3	1	1	5	4	0	0	1	1	1	1	1	1	1	1	1	2	3	1	6	3	1
Streptomyces sp. NRRL S-515 JODE01	13	1	5	1	1	3	1	7	1	2	4	3	1	4	3	1	3	6	3	3	1	4	1	4	4	0	7	3	2	4	1	2	1	2	1	13	1	2	1	1	4	2	2	2	2	2	2	0	6	1	2	1	1	2	1	1	11	2	1	2	12	1	1	2	1	1	5	3	1	1	13	2	1	3	0	3	7	2	3	2	2	4	1	1	4	2	1	8	6	1	1	1	3	3	1	2	1	1	1	1	2	3	1	8	5	1
Streptomyces sp. NRRL F-2664 JOFX01	11	1	4	1	1	3	1	5	1	2	4	3	1	4	3	1	2	5	3	3	1	2	1	3	4	0	4	3	1	4	1	1	1	2	1	12	1	2	1	1	3	2	1	1	1	1	1	1	5	1	2	1	1	1	1	1	11	1	1	2	11	2	2	2	1	1	4	2	1	1	11	2	1	2	0	2	6	1	2	2	2	3	1	2	2	1	1	7	8	1	1	2	3	3	1	2	1	1	1	1	2	3	1	5	3	1
Streptomyces toyocaensis JFCB01	15	2	3	2	1	3	1	5	1	2	2	2	1	6	5	1	2	4	3	3	1	5	1	3	3	1	3	4	1	5	1	2	1	1	1	10	1	2	1	1	3	2	1	1	1	2	1	2	4	1	2	1	1	1	2	2	11	1	1	1	14	1	2	2	1	1	6	6	1	1	13	3	2	2	0	5	8	2	2	2	2	5	1	2	5	2	2	7	5	1	2	1	1	2	1	1	1	1	1	1	2	3	1	7	3	1
Streptomyces sp. NRRL S-1831 JOGT01	16	0	4	2	2	3	1	7	1	2	4	3	1	4	4	2	4	4	3	4	1	7	1	3	3	1	6	3	1	5	1	1	1	1	1	14	1	2	1	1	3	1	1	1	1	1	2	1	5	1	2	1	1	1	2	1	13	1	1	1	15	2	1	2	2	1	6	7	1	1	15	1	1	4	1	4	10	2	2	3	2	5	1	3	3	2	2	7	9	1	4	1	1	3	2	2	2	1	1	1	2	3	1	7	3	1
Streptomyces yeochonensis CN732 JQNR01	21	1	3	3	1	2	1	6	2	2	3	3	1	4	3	1	2	3	2	3	1	8	1	3	3	3	3	2	1	3	1	1	1	1	2	10	1	2	2	1	4	1	1	1	1	1	2	1	4	1	3	1	2	1	1	1	12	2	1	1	13	3	1	1	1	1	3	4	1	1	11	1	1	5	0	2	8	2	3	1	2	2	1	1	2	1	2	4	4	1	1	1	2	3	2	1	1	1	1	1	3	5	1	5	3	1
Streptomyces sp. NRRL S-1833 JOHC01	7	0	3	2	2	2	1	5	1	2	4	1	0	3	3	1	2	1	3	4	1	5	1	2	2	1	4	3	0	4	1	1	1	1	1	11	1	2	1	0	3	1	1	1	1	1	1	1	4	1	2	1	0	1	1	1	9	1	1	1	11	0	1	2	0	1	4	4	1	1	10	1	1	1	1	3	8	1	2	1	1	1	1	2	0	1	2	5	7	1	3	1	1	1	2	1	2	1	1	1	2	3	1	3	2	0
Streptomyces sp. NRRL F-5650 JOGV01	17	0	4	2	2	3	1	6	1	2	5	2	1	4	3	2	3	5	3	3	1	8	1	3	3	2	7	3	1	5	1	1	1	1	1	15	1	2	1	1	3	1	1	1	1	1	1	1	3	1	2	1	2	1	2	1	12	1	1	1	14	2	1	2	2	1	5	7	1	1	13	1	1	3	1	4	10	1	2	3	2	6	1	3	4	2	2	7	9	1	3	1	1	2	1	1	1	1	1	1	2	3	1	7	2	1
Streptomyces sp. NRRL F-2747 JOIS01	14	1	5	2	1	2	1	6	1	2	4	2	1	4	3	1	3	5	3	3	1	4	1	5	3	1	9	3	2	5	1	3	2	3	3	15	2	3	2	1	4	2	2	1	1	1	1	1	4	1	2	1	1	1	1	1	9	1	1	2	10	4	2	3	1	1	6	3	1	1	11	4	1	4	2	3	6	2	2	2	2	4	1	2	5	1	2	8	8	1	1	2	1	2	1	2	1	2	1	0	2	3	1	5	4	1
Streptomyces sp. CNT372 ARHT01	14	1	4	3	1	2	1	5	1	2	2	2	1	4	3	1	1	3	2	3	1	8	1	3	3	1	6	6	1	4	1	1	1	2	2	15	2	2	1	1	4	1	1	1	1	1	1	1	4	1	2	1	1	2	1	1	11	1	1	1	12	1	1	2	1	1	4	4	1	1	14	2	1	5	0	4	8	3	2	3	2	5	1	1	3	1	2	5	5	1	1	1	2	2	1	1	1	1	1	1	2	3	1	8	4	1
Streptomyces sp. NRRL S-37 JOIZ01	15	2	4	2	1	3	1	5	1	2	2	2	1	4	2	2	3	4	3	3	1	9	1	4	3	1	8	5	2	4	1	1	1	1	1	15	1	2	1	1	3	1	1	1	1	1	1	1	4	1	2	1	1	1	2	1	11	1	1	1	12	1	1	2	1	1	5	6	1	1	11	1	1	4	0	3	7	2	2	2	2	4	1	2	3	1	2	7	8	1	3	1	1	2	1	1	1	1	1	1	2	3	1	8	3	1
Streptomyces sp. NRRL S-575 JODJ01	12	1	5	1	1	3	1	7	1	2	4	3	1	4	3	1	3	6	3	3	1	4	1	4	4	0	7	3	2	4	1	2	1	2	1	13	1	2	1	1	4	2	2	2	2	2	2	0	7	1	2	1	1	2	1	1	11	2	1	2	12	1	1	2	1	1	5	3	1	1	13	2	1	3	0	3	7	2	3	2	2	4	1	1	4	2	1	8	6	1	1	1	3	3	1	2	1	1	1	1	2	3	1	8	5	1
Streptomyces sp. SPB74 ABJG02	14	1	3	1	1	3	1	3	1	2	3	2	1	4	4	1	2	3	2	3	1	6	1	3	1	0	5	1	1	5	1	1	0	2	2	10	1	2	1	1	3	1	0	1	1	1	2	1	2	1	2	1	1	1	0	0	7	1	1	1	7	1	0	2	1	1	3	2	1	1	8	3	1	4	1	3	8	1	2	2	0	3	1	2	5	1	1	4	3	1	0	2	1	2	1	1	2	1	1	1	2	3	1	4	3	1
Streptomyces erythrochromogenes JNZG01	12	1	5	1	1	2	1	5	1	2	4	2	1	4	3	1	2	6	3	4	1	3	1	3	4	0	6	2	1	4	1	1	1	2	1	12	1	2	2	1	3	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	12	1	1	2	13	0	2	2	1	1	4	2	1	1	14	2	1	3	1	2	6	2	2	1	2	3	1	1	2	1	1	7	7	1	1	1	2	2	1	1	1	1	1	1	2	3	1	6	4	1
Streptomyces hygroscopicus subsp. hygroscopicus JOIK01	20	1	8	5	1	3	1	6	1	2	2	2	1	5	3	2	4	4	3	7	1	7	1	3	3	0	8	3	1	5	1	1	1	1	1	21	1	2	2	1	6	2	5	2	1	1	1	1	4	1	2	1	1	1	3	2	11	1	1	1	12	3	2	2	2	1	4	6	1	1	12	3	1	7	0	3	9	2	5	1	1	3	1	2	5	1	1	6	11	1	3	1	2	2	1	2	1	1	1	1	2	3	1	9	5	2
Streptomyces mutabilis JNFQ01	15	2	5	1	1	3	1	5	1	2	4	2	1	4	2	2	4	4	3	3	1	5	1	4	4	1	6	5	1	4	1	1	1	1	1	14	1	2	1	1	3	2	1	1	2	1	1	1	4	1	2	1	2	1	2	1	10	1	1	1	12	0	1	2	1	1	5	8	1	1	14	2	1	3	0	4	8	1	2	2	2	7	2	3	5	2	1	8	7	1	2	1	1	2	1	2	2	1	1	1	2	3	1	7	3	1
Streptomyces sp. S4 CADY01	16	1	4	2	1	3	1	5	2	2	3	2	1	4	3	1	1	3	2	3	1	8	1	3	1	2	6	3	1	4	1	2	2	1	1	12	1	2	1	1	3	1	2	1	1	1	1	1	4	1	2	1	2	2	1	1	11	1	1	1	13	2	1	2	1	1	7	2	1	1	12	2	1	2	1	4	9	2	2	2	1	4	1	1	3	2	1	7	7	1	1	2	1	2	1	1	1	1	1	1	2	3	1	6	3	1
Streptomyces sp. FxanaC1 AQWO01	13	1	6	2	1	2	1	7	1	2	4	2	1	4	3	1	2	5	3	3	1	8	1	3	6	0	6	4	2	6	1	1	1	1	1	15	2	2	1	1	4	1	1	1	1	1	1	1	4	1	2	1	1	1	3	1	12	1	1	1	15	2	1	2	1	1	5	4	1	1	12	2	1	6	1	2	7	2	2	1	1	3	1	1	4	1	2	5	8	1	1	2	2	2	1	1	1	1	1	1	2	3	1	5	4	1
Streptomyces griseorubens JJMG01	18	2	6	2	1	3	1	6	1	2	2	2	1	4	4	2	3	5	3	3	1	5	1	3	4	1	7	4	2	4	1	1	1	1	1	12	1	2	1	1	3	1	1	1	1	1	2	1	3	1	2	1	1	1	2	1	11	1	1	1	12	3	1	2	1	1	6	6	1	1	12	4	1	3	1	5	9	2	2	2	2	5	1	2	5	1	1	6	7	1	3	1	2	2	1	1	1	1	1	1	2	3	1	4	3	1
Streptomyces sp. TOR3209 AGNH01	16	0	5	1	3	4	1	7	2	2	2	2	1	5	4	2	3	4	3	4	1	6	1	3	4	2	8	4	2	6	1	2	1	1	1	14	1	3	1	0	4	2	1	1	2	1	1	1	5	2	2	2	1	1	2	2	11	1	2	2	13	1	1	2	1	1	5	8	1	1	15	1	1	5	0	4	8	1	3	3	1	5	1	3	2	2	1	7	9	1	2	1	1	2	1	1	2	1	1	1	2	3	1	6	3	1
Streptomyces sp. ScaeMP-e10 ARDV01	16	1	4	2	1	3	1	5	2	2	5	2	1	4	3	1	2	3	2	3	1	7	1	3	2	2	7	5	1	4	1	1	1	1	1	14	1	3	1	1	3	2	1	1	1	1	2	1	5	1	2	1	1	2	2	1	10	1	1	1	14	2	2	2	1	1	6	3	1	1	15	1	1	3	2	5	11	3	2	1	2	3	1	1	3	1	1	6	6	1	1	1	1	2	1	1	1	1	1	1	2	3	1	7	3	1
Streptomyces griseoflavus Tu4000 ACFA01	13	1	5	2	2	3	1	4	1	2	2	2	1	4	3	2	2	3	3	3	1	9	1	3	4	1	6	4	2	4	1	1	1	1	1	11	1	2	1	1	4	3	1	1	2	1	1	1	6	1	2	1	0	1	2	1	7	1	1	1	9	2	2	2	1	1	4	5	1	1	10	3	2	3	0	4	7	2	3	2	2	5	1	3	5	1	1	5	6	1	2	1	2	2	1	2	1	1	1	1	2	3	1	5	3	1
Streptomyces albidoflavus JOII01	17	1	4	2	1	3	1	4	1	2	3	2	1	4	3	1	1	3	2	3	1	7	1	3	1	2	5	3	1	4	1	2	1	1	1	11	1	2	1	1	3	1	1	1	1	1	1	1	4	1	2	1	2	2	1	1	10	1	1	1	12	0	1	2	1	1	7	3	1	1	13	2	1	2	1	5	9	3	2	2	1	4	1	1	3	1	1	7	6	1	1	2	1	2	1	1	1	1	1	1	2	3	1	7	3	1
Streptomyces sp. NRRL F-2580 JOIR01	10	1	4	1	1	3	1	5	1	2	4	3	1	5	4	1	2	5	3	4	1	4	1	3	3	0	4	4	2	5	1	1	1	2	1	11	1	2	1	1	3	2	1	1	1	1	1	1	4	2	2	2	2	1	1	1	10	1	2	3	13	1	1	2	1	1	5	3	1	1	13	2	1	2	0	2	5	1	2	1	2	3	1	1	1	2	1	7	7	1	1	2	3	3	1	3	1	1	1	1	2	3	1	6	4	1
Streptomyces sclerotialus JODX01	15	0	5	2	1	3	1	6	1	2	2	2	1	5	3	3	4	4	2	4	1	4	1	3	3	1	6	3	1	5	1	1	1	1	1	14	1	2	1	2	3	1	1	1	2	1	1	1	4	1	2	1	1	1	2	1	9	1	1	1	13	1	1	2	1	1	4	5	1	1	12	2	1	4	0	2	7	0	2	2	2	4	1	1	4	2	1	4	8	1	3	1	2	2	1	3	1	1	1	0	2	3	1	9	3	1
Streptomyces sp. NRRL WC-3702 JOCC01	14	1	6	2	2	2	1	6	2	2	5	3	2	4	3	1	3	4	3	4	1	9	1	3	3	1	14	2	1	4	1	1	2	1	1	18	1	2	2	1	4	2	1	1	1	1	2	1	5	2	2	2	1	1	3	2	15	1	2	2	17	6	2	3	1	1	6	6	1	1	17	4	1	6	0	3	12	2	3	1	2	2	1	2	4	1	1	6	9	1	1	1	2	3	2	2	1	1	1	1	2	3	1	9	5	1
Streptomyces peruviensis JOAT01	13	2	6	2	1	3	1	7	1	1	4	2	0	5	5	2	3	3	3	4	1	7	1	3	3	0	7	4	1	6	1	1	1	1	1	17	1	2	2	1	4	1	2	1	2	0	2	1	6	2	2	2	1	1	3	1	11	0	2	2	12	3	1	2	1	1	4	4	1	1	11	3	1	3	0	3	9	2	3	2	1	2	1	2	3	3	1	7	6	1	3	1	1	2	1	1	2	1	1	1	2	3	1	7	3	0
Streptomyces sp. NRRL F-5638 JOGL01	7	0	2	2	2	2	1	5	1	2	5	2	0	3	3	1	2	3	3	3	1	6	1	3	4	0	6	3	1	3	0	1	1	1	1	5	1	2	1	0	3	1	1	1	0	1	1	1	3	0	1	1	0	0	1	1	8	1	1	1	8	0	1	2	2	1	4	7	1	1	9	1	1	4	1	2	5	1	2	1	1	2	1	3	0	2	1	5	7	1	2	1	1	2	2	1	2	1	1	1	1	2	1	4	3	1
Streptomyces sp. NRRL S-920 JODF01	14	2	4	2	1	3	1	6	1	2	5	4	1	4	4	1	2	4	3	4	1	6	2	3	2	0	6	6	2	4	1	2	1	2	2	15	1	3	1	1	3	1	1	1	1	1	2	1	3	1	2	1	1	1	2	2	15	2	1	1	19	6	1	2	1	1	7	4	1	1	16	5	2	5	1	2	9	2	2	2	2	3	1	1	4	2	1	5	7	1	1	1	2	4	2	2	1	1	1	1	2	3	1	8	5	1
Streptomyces sp. NRRL S-237 JODA01	13	1	5	1	1	3	1	7	2	2	5	2	1	4	3	1	3	6	3	3	1	5	1	4	4	0	7	3	2	4	1	1	1	2	1	14	1	2	1	1	4	2	2	2	2	2	2	0	5	1	2	1	1	1	2	1	9	1	1	2	9	2	1	3	1	1	6	3	1	1	11	2	1	3	0	3	7	3	3	2	2	3	1	2	3	2	1	8	7	1	1	1	2	2	1	1	1	1	1	1	2	3	1	6	5	1
Streptomyces sp. W007 AGSW01	15	1	4	2	1	2	1	7	2	2	4	2	1	4	3	1	2	3	2	4	1	12	1	3	2	1	5	5	1	4	1	1	1	1	1	15	1	2	1	1	3	1	1	1	1	0	2	1	3	1	2	1	1	2	2	1	9	1	1	1	12	3	2	2	1	1	5	7	1	1	12	1	1	4	1	3	9	2	2	1	2	3	1	1	4	1	1	5	5	1	2	1	1	2	1	1	1	1	1	0	2	3	1	7	4	1
Streptomyces sp. CNQ431 JTCK01	16	1	4	2	1	3	1	5	1	2	2	3	1	4	3	1	2	3	2	3	1	7	1	3	1	1	7	3	1	4	1	2	1	1	1	11	1	3	1	1	4	1	1	1	1	1	1	1	4	1	2	1	2	2	1	0	12	1	1	1	13	0	1	2	1	1	6	2	1	1	12	2	1	2	0	4	8	3	3	2	1	3	1	1	3	1	1	6	5	1	1	1	1	3	2	1	1	1	1	1	2	3	1	6	3	3
Streptomyces sp. 150FB JTHL01	21	1	3	3	1	1	1	9	2	2	3	5	2	4	3	2	3	4	3	4	1	9	1	2	3	2	7	1	2	6	1	1	1	1	1	19	1	2	1	1	4	3	3	2	1	1	3	1	5	1	2	1	1	2	2	1	11	1	1	1	12	3	1	2	1	1	7	7	1	1	12	2	1	5	0	2	6	4	3	1	2	4	1	2	5	1	1	9	8	1	2	1	1	6	2	2	2	1	1	0	2	3	1	7	5	1
Streptomyces sp. NRRL WC-3725 JOJH01	24	2	6	1	1	3	1	7	1	2	4	2	1	4	5	2	4	4	3	5	1	7	1	4	3	1	8	4	1	6	1	1	1	1	1	15	1	2	1	1	5	2	1	1	2	1	1	1	5	2	2	1	1	1	2	1	10	2	1	1	16	3	1	2	1	1	6	8	1	1	17	3	1	5	0	3	8	2	4	2	2	5	1	2	5	2	1	9	12	1	2	1	2	2	1	1	1	1	1	1	2	3	1	8	3	2
Streptomyces aureofaciens NRRL B-2183 JODU01	21	0	5	1	2	3	1	6	1	2	4	2	1	5	4	2	4	5	3	3	1	8	1	3	4	2	7	4	1	5	1	1	1	1	1	15	1	2	1	1	4	2	1	1	2	1	1	1	4	2	2	3	2	1	2	1	16	1	3	3	18	1	1	2	2	1	6	7	1	1	16	1	1	3	0	3	11	1	3	2	2	4	1	3	3	2	2	7	8	1	3	1	1	2	1	1	2	1	1	1	2	3	1	8	4	1
Streptomyces sp. NRRL S-87 JOGB01	13	1	5	2	1	3	1	5	1	2	4	4	1	4	3	1	3	4	3	5	1	6	1	3	3	0	7	3	2	5	1	2	1	1	2	13	1	3	1	1	5	1	1	1	1	1	1	1	4	1	2	1	1	1	1	1	12	1	1	2	14	4	1	2	1	1	5	3	1	1	15	1	1	3	0	3	6	1	4	2	2	3	1	1	2	1	1	7	7	1	1	1	3	4	2	2	1	1	1	1	2	3	1	6	3	1
Streptomyces sp. TAA486 AUEV01	19	1	5	2	1	1	1	4	1	2	4	4	1	4	4	2	3	3	2	3	1	10	1	3	1	0	5	2	1	3	1	1	2	1	1	10	1	2	1	1	3	2	1	1	2	1	1	1	3	1	2	1	1	1	2	1	9	1	1	1	10	2	1	2	1	1	6	5	1	1	11	4	1	2	0	2	8	3	2	1	1	6	1	3	2	2	2	5	10	1	3	1	2	4	2	5	1	1	1	1	2	3	1	6	4	1
Streptomyces mirabilis JQLE01	24	2	8	2	1	4	1	8	3	2	4	3	1	6	5	2	5	4	3	6	1	13	1	3	5	0	5	5	2	6	1	3	1	3	2	21	2	3	2	1	6	2	2	2	3	1	2	1	4	1	2	1	1	1	3	2	14	1	1	1	16	2	1	2	1	1	6	8	1	1	16	3	1	4	0	5	10	2	4	2	2	11	1	2	5	3	3	9	14	1	3	1	1	3	1	2	2	1	1	1	2	3	1	11	4	2
Streptomyces sp. NRRL S-118 JOBL01	13	1	4	2	1	3	1	5	1	2	2	2	2	4	3	1	2	5	3	3	1	6	2	3	4	1	4	4	0	4	1	2	1	1	1	15	1	3	1	1	3	1	2	1	1	1	2	1	3	1	2	1	1	1	2	1	11	1	1	1	12	3	1	2	1	1	3	2	1	1	12	2	1	4	0	4	10	1	2	1	2	3	1	1	2	2	1	5	7	1	1	1	1	2	1	1	1	1	1	1	2	3	1	6	3	1
Streptomyces gancidicus BKS 13-15 AOHP01	17	0	5	2	1	3	1	5	1	2	3	2	1	6	5	2	4	6	3	3	1	7	1	4	3	1	5	5	1	4	0	0	1	1	1	11	1	1	1	1	3	2	1	1	1	1	2	0	4	1	2	1	1	1	2	1	10	1	1	1	13	3	0	1	1	1	5	4	1	1	12	3	1	2	0	3	8	1	2	2	1	5	1	2	6	2	1	6	7	2	3	1	1	2	1	1	1	1	1	0	2	3	1	7	3	1
Streptomyces sp. UNC401CLCol JMLN01	17	1	7	2	1	3	1	5	1	2	3	2	1	4	2	2	4	5	3	3	1	6	1	3	4	0	6	5	1	4	1	1	1	1	1	11	1	2	1	1	3	1	1	1	2	1	1	1	3	1	2	1	1	1	2	1	10	1	1	1	12	2	1	2	1	1	5	7	1	1	14	4	1	3	1	5	9	3	2	2	2	5	2	5	6	1	1	6	7	1	3	1	1	2	1	2	1	1	1	1	2	3	1	8	3	1
Streptomyces sp. NRRL WC-3742 JOCF01	21	1	4	2	1	2	1	4	1	2	2	2	1	6	4	1	2	3	2	3	1	4	1	3	3	1	7	4	3	5	1	2	1	1	2	15	1	3	1	1	3	1	1	1	1	1	1	1	6	1	2	1	1	2	1	1	12	2	1	1	13	4	3	2	1	1	5	3	1	1	14	2	1	5	0	2	8	2	2	1	1	2	1	1	2	1	1	5	4	1	1	2	3	2	1	1	1	1	1	1	2	3	1	7	3	1
Streptomyces katrae JNZY01	15	1	5	2	1	2	1	5	1	2	4	2	1	5	3	1	2	5	3	4	1	6	1	3	3	0	4	4	2	5	1	1	1	2	2	12	2	2	2	1	6	3	2	2	2	1	2	1	5	1	2	1	1	1	1	1	10	1	1	2	12	2	1	2	1	1	4	3	1	1	12	2	2	5	0	2	7	1	4	2	2	4	1	1	4	1	1	8	9	1	1	2	2	2	0	2	1	1	1	1	2	3	1	6	4	1
Streptomyces carneus JNZF01	7	1	3	1	1	2	1	8	1	1	4	4	1	4	2	1	1	5	2	3	0	5	1	4	1	0	7	6	2	2	1	1	1	1	1	6	1	2	1	1	3	1	1	1	1	1	1	1	7	1	2	1	1	3	0	1	7	1	1	1	9	2	1	1	1	1	3	4	1	1	7	2	1	2	1	3	6	4	2	2	1	6	1	1	1	2	3	7	5	1	2	1	2	4	1	3	1	1	1	1	2	3	1	5	5	1
Streptomyces aurantiacus JA 4570 AOPZ01	15	0	5	2	0	3	0	6	1	2	4	2	1	3	3	2	2	4	3	1	1	8	1	4	3	0	11	4	0	4	1	3	1	3	2	15	2	3	2	1	3	2	0	1	0	0	1	0	4	2	2	1	1	1	3	1	11	1	1	1	16	3	1	2	1	1	7	7	2	1	17	3	1	5	0	2	9	2	1	0	1	4	1	0	2	0	1	9	7	1	2	2	2	2	1	2	1	1	1	1	2	3	1	8	3	1
Streptomyces sp. CNS615 AQPE01	11	1	5	2	1	2	1	4	1	2	2	2	1	4	3	1	2	4	3	4	1	4	1	4	3	1	8	4	3	4	1	2	1	1	2	15	1	2	1	1	3	1	1	1	1	1	1	1	6	1	2	1	1	2	2	2	13	1	1	2	15	4	1	2	1	1	5	2	1	1	15	3	1	4	0	2	9	2	2	2	2	5	1	1	4	1	1	5	7	1	1	1	1	2	1	1	1	1	1	1	2	3	1	8	3	1
Streptomyces sp. NRRL S-15 JOGS01	17	1	3	2	1	3	1	5	1	2	3	2	0	4	3	1	1	3	2	3	1	7	2	4	3	1	3	4	1	2	1	1	1	1	1	11	1	3	1	1	3	2	1	3	3	0	2	1	4	1	2	1	0	1	2	0	7	1	1	1	8	0	1	2	1	1	5	4	1	1	9	3	1	4	1	2	7	1	2	1	1	4	1	1	3	1	1	5	6	1	2	1	1	2	1	1	1	1	1	1	2	3	1	4	2	1
Streptomyces lavenduligriseus JOBD01	17	2	5	1	1	3	1	7	1	2	4	3	1	4	3	1	2	4	3	4	1	8	1	3	3	1	8	4	0	5	1	2	1	1	2	13	1	3	2	1	4	3	3	1	2	2	3	0	6	2	2	1	1	2	2	2	10	1	1	1	13	5	1	2	1	1	5	8	1	1	15	3	1	8	1	5	11	2	3	2	2	4	1	1	7	2	1	7	10	2	3	1	2	3	1	1	1	1	1	1	2	3	1	9	3	1
Streptomyces sp. NRRL WC-3719 JOCD01	11	1	3	2	1	2	1	3	1	2	2	3	1	4	4	1	2	3	2	3	1	4	1	3	3	0	7	3	1	4	1	2	1	1	1	15	1	2	1	1	3	2	1	1	1	2	2	2	3	1	2	1	1	1	1	1	10	1	1	2	11	1	2	2	1	1	4	7	1	1	11	1	1	4	0	3	10	1	2	1	2	2	1	1	2	1	1	7	4	1	2	1	2	3	2	1	2	1	1	1	2	4	1	5	3	1
Streptomyces sp. NRRL B-3253 JOGQ01	16	1	4	2	1	3	1	3	2	2	2	2	1	5	3	1	2	3	2	3	1	7	1	3	1	2	5	3	1	4	1	2	3	1	1	11	1	2	1	1	3	1	1	1	1	1	1	1	4	1	2	1	2	2	1	1	11	1	1	1	13	0	1	2	1	1	7	2	1	1	13	2	1	2	1	4	9	2	2	2	1	3	1	1	3	1	1	7	6	1	1	2	1	2	1	1	1	1	1	1	2	3	1	6	3	1
